   Step          Temp          PotEng         KinEng         TotEng         Press     
  25050200   1253.6119     -2772.1241      138.54596     -2633.5781     -1103.0219    
  25051200   1179.2176     -2778.3308      130.32409     -2648.0067     -1677.7309    
  25052200   1164.7503     -2777.0474      128.7252      -2648.3222     -2253.2369    
  25053200   1192.6998     -2771.8934      131.81411     -2640.0793     -1386.5399    
  25054200   1137.4412     -2782.204       125.70707     -2656.4969     -4974.0133    
  25055200   1133.5928     -2774.2335      125.28176     -2648.9518     -2696.1117    
  25056200   1204.1276     -2773.0674      133.07708     -2639.9903     -1254.8415    
  25057200   1140.4453     -2770.4253      126.03907     -2644.3862     -891.57007    
  25058200   1202.8059     -2775.4928      132.93101     -2642.5618     -1655.9444    
  25059200   1111.1424     -2777.3351      122.8006      -2654.5345     -3008.0938    
  25060200   1159.5503     -2774.5108      128.15051     -2646.3603     -2525.8534    
  25061200   1215.8249     -2777.0994      134.36984     -2642.7295     -2232.2571    
  25062200   1199.336      -2769.9681      132.54753     -2637.4206     -615.57864    
  25063200   1210.5834     -2772.4591      133.79056     -2638.6685     -3099.3944    
  25064200   1165.4837     -2781.4795      128.80625     -2652.6733     -4493.0829    
  25065200   1175.5966     -2777.5151      129.92391     -2647.5912     -3887.8799    
  25066200   1192.2264     -2777.352       131.76179     -2645.5902     -3636.0886    
  25067200   1147.5463     -2777.8451      126.82386     -2651.0212     -4507.5733    
  25068200   1131.0426     -2779.3485      124.99992     -2654.3486     -3736.4405    
  25069200   1155.2997     -2776.6853      127.68075     -2649.0045     -3591.159     
  25070200   1142.7614     -2768.2192      126.29504     -2641.9241     -231.28733    
  25071200   1206.2302     -2773.6654      133.30946     -2640.3559      5.912547     
  25072200   1209.1425     -2773.2865      133.63132     -2639.6552     -1800.0993    
  25073200   1150.0533     -2769.322       127.10093     -2642.2211     -10.150498    
  25074200   1188.7775     -2777.9304      131.38063     -2646.5498     -3392.7838    
  25075200   1125.1286     -2776.2398      124.34631     -2651.8935     -4321.9031    
  25076200   1180.1992     -2772.1806      130.43258     -2641.748      -1923.7154    
  25077200   1173.3299     -2772.6278      129.6734      -2642.9544     -3023.3434    
  25078200   1210.0447     -2772.8743      133.73102     -2639.1433     -1245.0907    
  25079200   1163.024      -2771.9513      128.53442     -2643.4169     -2240.6194    
  25080200   1138.2031     -2778.3209      125.79128     -2652.5296     -2653.2603    
  25081200   1158.4996     -2774.3196      128.03439     -2646.2852     -506.30847    
  25082200   1168.8851     -2774.2744      129.18218     -2645.0922     -1000.1435    
  25083200   1196.0241     -2773.3151      132.1815      -2641.1336     -2017.3377    
  25084200   1213.2061     -2772.4685      134.08041     -2638.3881     -1340.4316    
  25085200   1165.9942     -2777.6166      128.86268     -2648.754      -4049.4224    
  25086200   1142.8089     -2774.5807      126.30029     -2648.2804     -2839.8815    
  25087200   1207.0189     -2778.4316      133.39662     -2645.035      -1211.6102    
  25088200   1128.4664     -2774.4173      124.7152      -2649.7021     -2709.7214    
  25089200   1155.9663     -2773.482       127.75441     -2645.7276     -3440.4094    
  25090200   1196.7567     -2776.9172      132.26246     -2644.6548     -3997.7485    
  25091200   1238.699      -2779.3505      136.89782     -2642.4527     -4108.7846    
  25092200   1196.3492     -2775.6202      132.21744     -2643.4027     -2905.2093    
  25093200   1151.7545     -2776.2118      127.28895     -2648.9229     -1916.6792    
  25094200   1228.8688     -2776.1115      135.81141     -2640.3        -2487.0639    
  25095200   1141.6952     -2776.5458      126.17721     -2650.3686     -1924.2488    
  25096200   1168.6109     -2768.713       129.15186     -2639.5611     -395.64326    
  25097200   1154.2948     -2770.5453      127.56969     -2642.9756     -1951.6628    
  25098200   1171.3442     -2777.7281      129.45394     -2648.2742     -3829.345     
  25099200   1141.7626     -2774.0318      126.18467     -2647.8471     -2881.2107    
  25100200   1132.018      -2766.7529      125.10771     -2641.6452      476.4111     
  25101200   1171.7567     -2776.18        129.49953     -2646.6804     -2528.3746    
  25102200   1192.2763     -2773.8003      131.76731     -2642.033      -1133.8092    
  25103200   1161.9765     -2774.7063      128.41865     -2646.2877     -991.43588    
  25104200   1163.9964     -2777.5082      128.64188     -2648.8663     -2543.3036    
  25105200   1166.0808     -2780.2412      128.87225     -2651.3689     -4720.1788    
  25106200   1157.3886     -2768.1258      127.9116      -2640.2142     -2008.0224    
  25107200   1129.3621     -2778.6631      124.81419     -2653.8489     -5716.6672    
  25108200   1162.3976     -2774.6445      128.46519     -2646.1793     -2757.979     
  25109200   1161.9991     -2783.7571      128.42114     -2655.336      -3431.4694    
  25110200   1102.4768     -2770.0134      121.8429      -2648.1705     -363.32831    
  25111200   1140.6987     -2773.2682      126.06708     -2647.2011     -2990.1281    
  25112200   1205.8773     -2770.4614      133.27045     -2637.1909     -1101.6335    
  25113200   1164.3613     -2775.8043      128.68221     -2647.1221     -3457.3071    
  25114200   1169.3718     -2769.9066      129.23596     -2640.6707     -2171.2822    
  25115200   1141.8046     -2775.451       126.1893      -2649.2617     -2610.8298    
  25116200   1207.9038     -2772.9409      133.49442     -2639.4465      1010.684     
  25117200   1192.5274     -2771.3788      131.79506     -2639.5837     -971.99131    
  25118200   1107.9623     -2775.3544      122.44914     -2652.9053     -3147.0941    
  25119200   1160.0903     -2773.3565      128.21019     -2645.1463     -1742.327     
  25120200   1178.2662     -2771.7216      130.21894     -2641.5027     -3237.9976    
  25121200   1164.3809     -2776.3088      128.68438     -2647.6244     -2989.2209    
  25122200   1194.2529     -2778.5452      131.98575     -2646.5594     -2557.0335    
  25123200   1234.6709     -2769.9966      136.45265     -2633.5439      459.1575     
  25124200   1166.5597     -2775.2726      128.92517     -2646.3474     -2575.114     
  25125200   1126.3584     -2775.5413      124.48223     -2651.0591     -2664.4327    
  25126200   1166.211      -2776.4639      128.88664     -2647.5773     -2915.546     
  25127200   1174.3531     -2773.1218      129.78648     -2643.3354     -1810.4703    
  25128200   1121.4643     -2775.3126      123.94134     -2651.3712     -1574.3678    
  25129200   1194.8649     -2780.2357      132.05339     -2648.1823     -2110.9477    
  25130200   1162.7594     -2781.4532      128.50517     -2652.948      -3319.1176    
  25131200   1156.1578     -2773.7319      127.77558     -2645.9563     -1292.0392    
  25132200   1150.8559     -2771.667       127.18963     -2644.4773     -628.24922    
  25133200   1172.5886     -2778.0643      129.59147     -2648.4728     -4279.3695    
  25134200   1209.2585     -2779.6405      133.64413     -2645.9963     -1996.5321    
  25135200   1159.8989     -2777.9853      128.18904     -2649.7962     -2361.1433    
  25136200   1132.1953     -2770.4129      125.12731     -2645.2856     -827.20626    
  25137200   1176.1721     -2771.2339      129.98751     -2641.2464     -1982.4677    
  25138200   1208.7999     -2780.141       133.59345     -2646.5475     -4392.7504    
  25139200   1259.5097     -2774.6191      139.19776     -2635.4214     -2579.5958    
  25140200   1182.0811     -2781.443       130.64056     -2650.8025     -4052.5872    
  25141200   1211.7121     -2779.7485      133.9153      -2645.8332     -4040.4255    
  25142200   1176.962      -2773.8805      130.0748      -2643.8057     -2346.3163    
  25143200   1177.9831     -2781.636       130.18766     -2651.4483     -4069.4101    
  25144200   1152.5554     -2777.5229      127.37746     -2650.1454     -2187.4529    
  25145200   1161.7003     -2778.2645      128.38812     -2649.8764     -3863.4754    
  25146200   1158.5306     -2771.995       128.03781     -2643.9572     -2450.3978    
  25147200   1191.4767     -2778.9008      131.67893     -2647.2219     -4093.855     
  25148200   1193.2951     -2773.7137      131.8799      -2641.8338     -1498.5953    
  25149200   1195.7779     -2774.2129      132.15429     -2642.0586     -1940.6605    
  25150200   1198.3881     -2774.1882      132.44277     -2641.7454     -613.28554    
  25151200   1172.2754     -2773.6227      129.55686     -2644.0658     -1438.6317    
  25152200   1217.7165     -2770.7576      134.57889     -2636.1787     -227.59087    
  25153200   1160.6108     -2769.8901      128.26771     -2641.6224     -438.32615    
  25154200   1161.1891     -2768.6572      128.33163     -2640.3256     -1339.3642    
  25155200   1151.7444     -2771.8296      127.28783     -2644.5417     -3134.7137    
  25156200   1187.692      -2778.7462      131.26066     -2647.4855     -4659.8133    
  25157200   1194.8016     -2777.0477      132.04639     -2645.0013     -2212.3276    
  25158200   1138.8234     -2779.4328      125.85982     -2653.573      -2592.3346    
  25159200   1243.933      -2778.969       137.47627     -2641.4927     -3371.7102    
  25160200   1223.5318     -2774.6595      135.22158     -2639.438      -1321.4406    
  25161200   1194.8359     -2773.297       132.05018     -2641.2468     -3512.1901    
  25162200   1181.0024     -2780.0354      130.52134     -2649.5141     -3142.2438    
  25163200   1157.7158     -2769.1487      127.94776     -2641.201      -1557.2979    
  25164200   1148.7924     -2775.5515      126.96158     -2648.5899     -2048.4738    
  25165200   1151.0516     -2775.6943      127.21126     -2648.483      -2352.0615    
  25166200   1187.6219     -2765.7201      131.25292     -2634.4672     -889.11614    
  25167200   1127.3189     -2771.0684      124.58838     -2646.48       -2147.0937    
  25168200   1138.4429     -2771.0843      125.81777     -2645.2665     -1913.5614    
  25169200   1173.1641     -2772.6502      129.65507     -2642.9952     -2571.7019    
  25170200   1171.6157     -2775.9326      129.48395     -2646.4487     -2451.5519    
  25171200   1176.7068     -2771.6483      130.0466      -2641.6017      758.38104    
  25172200   1154.5489     -2777.4835      127.59777     -2649.8857     -2794.6986    
  25173200   1192.3701     -2766.8233      131.77767     -2635.0456     -164.40531    
  25174200   1165.1672     -2775.8013      128.77128     -2647.03       -1971.9105    
  25175200   1170.9712     -2770.9945      129.41272     -2641.5818     -743.41967    
  25176200   1205.9839     -2781.8996      133.28223     -2648.6174     -3356.5437    
  25177200   1258.574      -2779.0476      139.09436     -2639.9533     -3417.9447    
  25178200   1182.1848     -2778.3119      130.65202     -2647.6599     -3798.227     
  25179200   1150.4492     -2771.0458      127.14468     -2643.9012     -1556.0208    
  25180200   1115.6248     -2777.0247      123.29598     -2653.7287     -2663.615     
  25181200   1116.6628     -2777.2427      123.41069     -2653.8321     -3454.8449    
  25182200   1171.5733     -2770.1939      129.47926     -2640.7146     -2180.547     
  25183200   1086.2233     -2781.7642      120.0466      -2661.7176     -5160.6037    
  25184200   1192.0512     -2775.418       131.74242     -2643.6755     -2834.095     
  25185200   1221.5436     -2775.1325      135.00186     -2640.1307     -1997.4417    
  25186200   1167.9547     -2777.3413      129.07934     -2648.2619     -3912.6987    
  25187200   1154.4139     -2773.5835      127.58286     -2646.0007     -1762.4282    
  25188200   1133.5999     -2764.9225      125.28254     -2639.64       -481.2271     
  25189200   1208.0448     -2777.9016      133.51        -2644.3916     -2369.4424    
  25190200   1161.3713     -2773.4124      128.35177     -2645.0606     -1406.5878    
  25191200   1148.0393     -2764.0985      126.87834     -2637.2201     -457.11656    
  25192200   1176.6967     -2774.1364      130.04549     -2644.0909     -2549.2343    
  25193200   1191.4902     -2777.4621      131.68043     -2645.7816     -4001.5513    
  25194200   1202.0578     -2774.6319      132.84833     -2641.7836     -1601.7736    
  25195200   1129.3675     -2766.4512      124.81479     -2641.6364     -445.86973    
  25196200   1175.8218     -2777.6027      129.9488      -2647.6539     -2683.6243    
  25197200   1220.9263     -2772.3654      134.93363     -2637.4318     -1344.756     
  25198200   1210.6386     -2774.74        133.79666     -2640.9434     -3866.99      
  25199200   1147.1856     -2780.8064      126.784       -2654.0224     -5937.9311    
  25200200   1219.4151     -2778.6847      134.76662     -2643.9181     -5582.4656    
  25201200   1139.7798     -2764.5617      125.96552     -2638.5962      133.97093    
  25202200   1176.5861     -2773.5583      130.03326     -2643.5251     -373.91893    
  25203200   1138.397      -2775.499       125.81271     -2649.6863     -2068.3711    
  25204200   1089.8318     -2771.6916      120.4454      -2651.2462     -507.77102    
  25205200   1184.3542     -2773.3456      130.89177     -2642.4538     -1364.2557    
  25206200   1122.2282     -2775.3314      124.02577     -2651.3056     -4343.5714    
  25207200   1117.845      -2777.9494      123.54135     -2654.4081     -3284.7143    
  25208200   1165.0491     -2773.788       128.75823     -2645.0297     -2576.8514    
  25209200   1159.2502     -2773.7505      128.11735     -2645.6332     -2950.8406    
  25210200   1182.2003     -2776.9367      130.65374     -2646.283      -4486.6448    
  25211200   1176.7369     -2773.9101      130.04993     -2643.8601     -867.47327    
  25212200   1204.9258     -2769.7303      133.1653      -2636.565      -2184.2133    
  25213200   1092.5857     -2778.7191      120.74975     -2657.9694     -3777.1721    
  25214200   1171.7652     -2770.31        129.50047     -2640.8096     -2957.9861    
  25215200   1161.2398     -2777.7726      128.33723     -2649.4353     -3177.965     
  25216200   1201.3232     -2770.0664      132.76714     -2637.2992     -1224.8766    
  25217200   1195.1729     -2782.2986      132.08743     -2650.2111     -3624.1128    
  25218200   1180.3412     -2777.8167      130.44827     -2647.3684     -2544.3766    
  25219200   1209.0468     -2772.448       133.62074     -2638.8272     -486.19166    
  25220200   1120.1136     -2775.2818      123.79207     -2651.4897     -3657.5453    
  25221200   1171.465      -2774.1326      129.4673      -2644.6653     -2183.0712    
  25222200   1224.231      -2776.5281      135.29886     -2641.2293     -2515.7617    
  25223200   1120.0356     -2777.7584      123.78345     -2653.975      -4209.7402    
  25224200   1217.2054     -2771.0256      134.52241     -2636.5032     -2307.1306    
  25225200   1183.5661     -2773.5344      130.80468     -2642.7297     -2899.5152    
  25226200   1166.5831     -2776.885       128.92776     -2647.9573     -2294.0084    
  25227200   1172.8199     -2773.763       129.61704     -2644.1459     -2147.9629    
  25228200   1141.665      -2775.1781      126.17387     -2649.0043     -3262.2039    
  25229200   1205.0529     -2769.8619      133.17934     -2636.6825     -1497.2576    
  25230200   1243.2656     -2771.2994      137.40251     -2633.8969     -593.17036    
  25231200   1183.4876     -2771.1596      130.796       -2640.3636     -2710.987     
  25232200   1132.4253     -2774.7151      125.15273     -2649.5624     -2448.2008    
  25233200   1175.5279     -2772.1655      129.91632     -2642.2492     -277.34138    
  25234200   1155.7089     -2774.2079      127.72597     -2646.4819     -672.20153    
  25235200   1138.073      -2773.1538      125.77689     -2647.3769     -1343.9249    
  25236200   1177.0096     -2773.0362      130.08007     -2642.9561     -2655.3322    
  25237200   1124.6787     -2779.4562      124.29659     -2655.1596     -4893.1374    
  25238200   1213.8653     -2775.8892      134.15326     -2641.736      -1507.7111    
  25239200   1167.8112     -2776.5021      129.06348     -2647.4386     -1517.7631    
  25240200   1249.0027     -2773.7616      138.03656     -2635.725      -1357.3612    
  25241200   1198.498      -2779.8425      132.45492     -2647.3875     -4326.0753    
  25242200   1158.6424     -2772.3762      128.05017     -2644.3261     -2148.1324    
  25243200   1226.7669     -2779.3792      135.57912     -2643.8001     -2823.6052    
  25244200   1160.367      -2768.601       128.24077     -2640.3603      11.589416    
  25245200   1162.476      -2770.3114      128.47385     -2641.8375     -2257.2422    
  25246200   1168.6753     -2779.9011      129.15898     -2650.7421     -5429.8304    
  25247200   1110.0104     -2773.2963      122.67549     -2650.6208     -4788.833     
  25248200   1239.809      -2777.5421      137.0205      -2640.5216     -4646.1307    
  25249200   1164.1952     -2768.5902      128.66385     -2639.9264     -1043.274     
  25250200   1142.2        -2780.5915      126.233       -2654.3585     -4052.0998    
  25251200   1142.8525     -2770.4849      126.30511     -2644.1798     -1013.8558    
  25252200   1130.4372     -2772.9604      124.933       -2648.0274     -2820.6698    
  25253200   1098.2068     -2776.3367      121.37098     -2654.9657     -2596.537     
  25254200   1170.9744     -2776.4386      129.41307     -2647.0255     -4526.9462    
  25255200   1192.7628     -2770.1666      131.82107     -2638.3455     -1381.0847    
  25256200   1153.2973     -2774.5467      127.45945     -2647.0873     -2428.2638    
  25257200   1123.782      -2773.1033      124.19749     -2648.9058     -2575.0395    
  25258200   1149.7282     -2768.0978      127.065       -2641.0328     -338.38239    
  25259200   1139.4903     -2778.5176      125.93353     -2652.5841     -3528.2196    
  25260200   1150.4475     -2774.0107      127.14449     -2646.8662     -2415.1901    
  25261200   1165.8639     -2771.4138      128.84828     -2642.5655     -1514.4137    
  25262200   1142.5722     -2775.2599      126.27414     -2648.9857     -3442.8821    
  25263200   1220.3077     -2774.1699      134.86527     -2639.3047     -1823.782     
  25264200   1182.4914     -2780.9979      130.6859      -2650.312      -3238.7322    
  25265200   1170.6378     -2771.7812      129.37587     -2642.4054     -3191.486     
  25266200   1159.7504     -2773.1643      128.17263     -2644.9917     -4153.7674    
  25267200   1189.7933     -2779.174       131.49289     -2647.6811     -5183.5483    
  25268200   1165.3435     -2771.1498      128.79076     -2642.359      -2361.218     
  25269200   1165.6774     -2781.4616      128.82766     -2652.634      -6078.136     
  25270200   1176.5948     -2778.4265      130.03423     -2648.3922     -2493.9037    
  25271200   1193.4177     -2774.1824      131.89345     -2642.2889     -783.99793    
  25272200   1168.1872     -2771.7615      129.10503     -2642.6565     -2550.9382    
  25273200   1193.0323     -2772.7908      131.85085     -2640.94       -2641.1218    
  25274200   1206.5992     -2772.1128      133.35024     -2638.7626     -1013.006     
  25275200   1205.9551     -2775.5802      133.27905     -2642.3011     -2452.1234    
  25276200   1192.5035     -2772.7407      131.79242     -2640.9483     -602.33812    
  25277200   1196.4292     -2781.8163      132.22627     -2649.59       -4877.5659    
  25278200   1177.1027     -2771.2906      130.09036     -2641.2002     -2065.2496    
  25279200   1164.7268     -2774.9065      128.7226      -2646.1839     -4547.6976    
  25280200   1176.8592     -2778.4822      130.06344     -2648.4187     -2930.3569    
  25281200   1124.0172     -2779.6698      124.22349     -2655.4463     -3800.4163    
  25282200   1193.2471     -2768.3536      131.8746      -2636.479      -961.22317    
  25283200   1210.224      -2774.9395      133.75084     -2641.1887     -2147.2274    
  25284200   1142.0515     -2774.488       126.21659     -2648.2715     -1611.7656    
  25285200   1138.3763     -2773.8594      125.81042     -2648.049      -2755.4611    
  25286200   1127.5037     -2783.1975      124.60881     -2658.5887     -3652.9943    
  25287200   1156.8913     -2772.104       127.85665     -2644.2474     -966.23331    
  25288200   1182.2965     -2775.4267      130.66437     -2644.7624     -2877.9999    
  25289200   1169.2693     -2770.6744      129.22463     -2641.4497     -3087.7223    
  25290200   1182.2058     -2773.916       130.65434     -2643.2616     -2103.2428    
  25291200   1165.9725     -2769.1358      128.86028     -2640.2755     -2118.9933    
  25292200   1234.5817     -2771.0634      136.44279     -2634.6206     -653.27139    
  25293200   1164.5716     -2769.8715      128.70545     -2641.1661     -381.70135    
  25294200   1179.3664     -2769.9515      130.34053     -2639.611      -1835.9906    
  25295200   1156.2542     -2778.6103      127.78623     -2650.8241     -4206.1481    
  25296200   1173.6383     -2771.0685      129.70748     -2641.361      -2307.8274    
  25297200   1161.9102     -2770.6058      128.41132     -2642.1945     -3148.5722    
  25298200   1159.3589     -2766.1416      128.12936     -2638.0122     -791.48828    
  25299200   1153.8328     -2770.6511      127.51863     -2643.1325     -2202.6806    
  25300200   1132.1904     -2771.0739      125.12677     -2645.9472     -1002.2186    
  25301200   1206.7628     -2781.4432      133.36831     -2648.0749     -4581.5611    
  25302200   1185.1624     -2772.5763      130.98109     -2641.5952     -1477.6026    
  25303200   1137.7752     -2776.3137      125.74399     -2650.5697     -3291.5844    
  25304200   1176.9957     -2774.8653      130.07854     -2644.7868     -2558.9451    
  25305200   1200.7913     -2771.9274      132.70836     -2639.219      -1857.4019    
  25306200   1158.4554     -2773.5375      128.02951     -2645.508      -1813.9787    
  25307200   1222.3513     -2779.8452      135.09112     -2644.7541     -2667.3619    
  25308200   1179.6854     -2779.1774      130.37579     -2648.8016     -1910.6779    
  25309200   1196.4855     -2772.6781      132.23249     -2640.4456     -1106.9055    
  25310200   1141.0329     -2771.3083      126.10401     -2645.2043     -3015.5796    
  25311200   1186.3136     -2775.9503      131.10832     -2644.8419     -3522.0667    
  25312200   1123.8535     -2769.6347      124.2054      -2645.4293     -1980.0118    
  25313200   1125.0479     -2772.6127      124.33739     -2648.2753     -2082.7996    
  25314200   1148.314      -2773.9777      126.90871     -2647.069      -677.10846    
  25315200   1166.4146     -2773.5553      128.90914     -2644.6462     -2776.0818    
  25316200   1181.3315     -2772.7592      130.55772     -2642.2015     -2399.8196    
  25317200   1164.7207     -2776.8934      128.72194     -2648.1715     -3354.0142    
  25318200   1190.9519     -2774.9157      131.62094     -2643.2947     -2455.6697    
  25319200   1198.9394     -2774.4314      132.50369     -2641.9277     -2702.5406    
  25320200   1192.452      -2774.4328      131.78672     -2642.6461     -1621.3072    
  25321200   1184.4082     -2774.2213      130.89775     -2643.3236     -1793.7611    
  25322200   1180.1029     -2773.9542      130.42193     -2643.5323     -2749.0177    
  25323200   1195.3803     -2769.7408      132.11036     -2637.6305     -893.35039    
  25324200   1186.5127     -2774.807       131.13032     -2643.6767     -2111.4687    
  25325200   1190.4955     -2772.1185      131.5705      -2640.548      -3265.1001    
  25326200   1190.7258     -2778.2556      131.59595     -2646.6597     -3427.564     
  25327200   1136.0383     -2772.4085      125.55203     -2646.8565     -2034.8419    
  25328200   1183.7881     -2774.7568      130.82921     -2643.9276     -989.37482    
  25329200   1175.9043     -2773.2586      129.95791     -2643.3007     -420.66563    
  25330200   1170.8603     -2777.1946      129.40046     -2647.7941     -3704.889     
  25331200   1173.8049     -2776.2404      129.7259      -2646.5145     -1611.8934    
  25332200   1217.2527     -2768.5242      134.52764     -2633.9966     -566.63182    
  25333200   1160.2985     -2778.4274      128.2332      -2650.1942     -5196.6043    
  25334200   1134.3279     -2774.8         125.363       -2649.437      -3772.8213    
  25335200   1217.1947     -2772.8316      134.52122     -2638.3103     -1011.5331    
  25336200   1208.5751     -2775.0296      133.56861     -2641.461      -2879.7251    
  25337200   1185.7712     -2776.4471      131.04838     -2645.3987     -3434.2726    
  25338200   1164.315      -2773.0362      128.67709     -2644.3591     -1934.4986    
  25339200   1211.2622     -2773.641       133.86558     -2639.7754     -2525.4069    
  25340200   1183.4815     -2780.2005      130.79532     -2649.4052     -3280.7531    
  25341200   1154.2477     -2780.309       127.56448     -2652.7446     -3676.3731    
  25342200   1176.1356     -2771.4951      129.98348     -2641.5117     -1906.2918    
  25343200   1199.5945     -2775.9046      132.57609     -2643.3285     -1027.8656    
  25344200   1213.5469     -2773.966       134.11808     -2639.8479     -741.99084    
  25345200   1257.0265     -2778.9854      138.92333     -2640.0621     -2531.9157    
  25346200   1096.6861     -2775.4159      121.20292     -2654.2129     -2928.7581    
  25347200   1168.5426     -2774.854       129.14432     -2645.7096     -3516.5228    
  25348200   1156.902      -2777.3003      127.85783     -2649.4425     -5139.1051    
  25349200   1120.6099     -2774.2749      123.84692     -2650.4279     -874.60257    
  25350200   1173.8812     -2773.6659      129.73432     -2643.9316     -1133.344     
  25351200   1192.5233     -2772.1371      131.7946      -2640.3425     -953.01163    
  25352200   1129.7448     -2775.7294      124.85648     -2650.8729     -2953.1389    
  25353200   1154.6597     -2768.6332      127.61002     -2641.0232     -2142.1548    
  25354200   1116.7485     -2773.5014      123.42016     -2650.0812     -1083.7509    
  25355200   1157.8877     -2781.5409      127.96677     -2653.5742     -2733.7825    
  25356200   1183.1423     -2771.3338      130.75784     -2640.576       188.01302    
  25357200   1162.4511     -2775.6143      128.4711      -2647.1432     -2088.8194    
  25358200   1199.641      -2769.6647      132.58123     -2637.0835     -2355.5818    
  25359200   1146.6016     -2774.8537      126.71946     -2648.1342     -1764.7044    
  25360200   1142.6461     -2774.3521      126.2823      -2648.0698     -4009.1042    
  25361200   1196.1574     -2772.9326      132.19623     -2640.7364     -1288.8597    
  25362200   1150.5802     -2772.6322      127.15916     -2645.473      -1729.0099    
  25363200   1203.5033     -2773.0205      133.00809     -2640.0124     -985.68288    
  25364200   1157.4798     -2769.7649      127.92169     -2641.8432     -2094.7103    
  25365200   1155.1899     -2774.7308      127.66861     -2647.0622     -2782.5332    
  25366200   1170.7478     -2768.2115      129.38803     -2638.8235     -591.90814    
  25367200   1146.9283     -2768.0364      126.75556     -2641.2809     -1812.9512    
  25368200   1149.5305     -2775.9283      127.04314     -2648.8851     -2156.9371    
  25369200   1183.9459     -2772.3333      130.84665     -2641.4866     -1627.1429    
  25370200   1184.1952     -2778.1194      130.87421     -2647.2452     -3489.9363    
  25371200   1186.3736     -2774.0606      131.11495     -2642.9456     -1659.271     
  25372200   1188.4936     -2774.323       131.34925     -2642.9737     -2271.9025    
  25373200   1143.1851     -2780.0699      126.34187     -2653.728      -2449.7581    
  25374200   1198.9259     -2776.1298      132.5022      -2643.6276     -2828.5759    
  25375200   1256.8084     -2780.3253      138.89922     -2641.426      -2490.8195    
  25376200   1203.9767     -2775.0687      133.0604      -2642.0083     -2787.5623    
  25377200   1168.7345     -2767.468       129.16552     -2638.3025     -2076.1651    
  25378200   1145.9163     -2771.5924      126.64372     -2644.9487     -2293.8741    
  25379200   1202.5273     -2772.9221      132.90021     -2640.0218     -1710.6334    
  25380200   1185.4671     -2771.3568      131.01477     -2640.342      -357.89458    
  25381200   1221.1819     -2772.9029      134.96187     -2637.9411     -717.32492    
  25382200   1164.8072     -2779.0901      128.73149     -2650.3586     -1998.5721    
  25383200   1184.731      -2771.9209      130.93342     -2640.9875     -1628.2432    
  25384200   1161.3115     -2782.0042      128.34516     -2653.6591     -4714.9296    
  25385200   1194.4529     -2775.2492      132.00785     -2643.2414     -1585.3961    
  25386200   1173.5713     -2780.6695      129.70007     -2650.9695     -4737.5544    
  25387200   1202.575      -2774.1241      132.90549     -2641.2186     -2473.1367    
  25388200   1074.5352     -2775.1844      118.75487     -2656.4296     -3374.0209    
  25389200   1180.3522     -2766.6496      130.44948     -2636.2001      154.64506    
  25390200   1192.1825     -2772.4521      131.75694     -2640.6951     -2677.7998    
  25391200   1185.324      -2770.0355      130.99895     -2639.0366      146.66335    
  25392200   1195.3629     -2771.14        132.10843     -2639.0316     -1006.5158    
  25393200   1139.0452     -2777.6748      125.88434     -2651.7904     -3785.0132    
  25394200   1180.1866     -2772.3012      130.43118     -2641.8701     -934.08381    
  25395200   1123.1766     -2772.583       124.13059     -2648.4524     -2245.4813    
  25396200   1173.9486     -2771.4406      129.74178     -2641.6988     -1207.337     
  25397200   1168.2922     -2769.8985      129.11665     -2640.7819     -316.88402    
  25398200   1162.7827     -2776.208       128.50775     -2647.7002     -3530.1964    
  25399200   1175.4894     -2773.5025      129.91207     -2643.5905     -569.33699    
  25400200   1173.9089     -2774.293       129.73738     -2644.5557     -2694.5692    
  25401200   1126.0152     -2777.5184      124.4443      -2653.0741     -2395.526     
  25402200   1132.5212     -2773.3166      125.16332     -2648.1532      86.912803    
  25403200   1128.8103     -2769.853       124.75321     -2645.0998     -629.16422    
  25404200   1121.6493     -2768.7696      123.9618      -2644.8078      1625.216     
  25405200   1173.5425     -2772.5996      129.69689     -2642.9027      49.094981    
  25406200   1182.7286     -2775.5569      130.71212     -2644.8448     -2092.0592    
  25407200   1156.5947     -2774.361       127.82386     -2646.5371     -4268.6789    
  25408200   1180.252      -2775.5508      130.43841     -2645.1124     -4223.8354    
  25409200   1181.8237     -2773.4956      130.61211     -2642.8835     -1460.2154    
  25410200   1136.5343     -2779.2704      125.60684     -2653.6636     -3190.2711    
  25411200   1181.8849     -2773.6963      130.61887     -2643.0775     -1953.5526    
  25412200   1119.3017     -2771.6765      123.70234     -2647.9741     -1337.1123    
  25413200   1216.1125     -2771.4035      134.40163     -2637.0019     -997.17656    
  25414200   1107.1736     -2778.2302      122.36197     -2655.8682     -3125.4862    
  25415200   1203.3837     -2772.0645      132.99486     -2639.0696     -2521.0547    
  25416200   1184.0498     -2778.29        130.85813     -2647.4319     -3188.8464    
  25417200   1184.3626     -2774.001       130.8927      -2643.1083     -1932.2538    
  25418200   1176.5298     -2775.9391      130.02704     -2645.912      -3023.7432    
  25419200   1190.5169     -2775.5585      131.57286     -2643.9856     -2278.0308    
  25420200   1188.1257     -2776.4414      131.30859     -2645.1328     -2248.531     
  25421200   1159.1853     -2779.1376      128.11017     -2651.0274     -3279.5458    
  25422200   1136.6259     -2780.8964      125.61696     -2655.2795     -3812.2396    
