# time	pe	ke	etotal	vol	press	temp
0	-42.853936762284519091	4.1925528030749985575	-38.661383959209523198	18247.743423588701262	245.40786295846393728	64.999999999999971578
0.10000000000000000555	-40.250524946492504341	1.9680571389403711535	-38.282467807552130523	18247.743423588701262	1292.2115533191697523	30.512129492394063135
0.2000000000000000111	-39.542021654042464718	1.7568777721893036325	-37.785143881853159087	18247.743423588701262	1577.2169282536128776	27.23807201868695671
0.2999999999999999889	-39.752810137643720623	2.8444707179054162793	-36.908339419738304343	18247.743423588701262	1530.6368222300152411	44.099765786669465228
0.4000000000000000222	-39.287283829963620008	3.368450607607391678	-35.918833222356226997	18247.743423588701262	1799.9881452518211518	52.223382692734013233
0.5	-39.23296669106606771	4.2873366181315573087	-34.945630072934513066	18247.743423588701262	1860.9792649208620787	66.469498004690009907
0.5999999999999999778	-38.204097768552806258	3.894910589828689762	-34.309187178724116052	18247.743423588701262	2303.3340375385605512	60.385450161338347641
0.70000000000000006661	-38.2401122280627348	4.6030747193743746237	-33.6370375086883584	18247.743423588701262	2322.036990498686464	71.364600712932741544
0.80000000000000004441	-38.159519440039517235	4.462394165366337262	-33.697125274673183526	18247.743423588701262	2350.0775313962881228	69.18353432211337406
0.9000000000000000222	-38.591633161949715713	4.2887455468638142619	-34.302887615085900563	18247.743423588701262	2149.7771114705788023	66.491341585891774457
1	-38.853468058266990681	4.031627159957928086	-34.821840898309062595	18247.743423588701262	2008.6121861101994455	62.505060211778911139
1.1000000000000000888	-38.891354434721392863	3.9154001659634678489	-34.975954268757924126	18247.743423588701262	1988.7765310950489948	60.703114007523844009
1.1999999999999999556	-38.998603220744499254	4.2817411996590433176	-34.71686202108545416	18247.743423588701262	1968.0891584722683092	66.382748423278258088
1.3000000000000000444	-38.855240709702670188	4.3141032370191059186	-34.541137472683566045	18247.743423588701262	2034.4930432201615531	66.884479117489490818
1.4000000000000001332	-38.763640593958392344	4.1586895121607510006	-34.604951081797644008	18247.743423588701262	2069.0138255256101729	64.474994350026591405
1.5	-38.575573651155757204	4.0039442577357791109	-34.571629393419975429	18247.743423588701262	2141.5845942429364186	62.075873334723965513
1.6000000000000000888	-38.521336516895402724	4.2683655630828658545	-34.252970953812535981	18247.743423588701262	2170.3244565800455348	66.175376824567834433
1.6999999999999999556	-38.385961987423911523	4.3264238656263867	-34.059538121797523047	18247.743423588701262	2244.3241623207409248	67.075494209508335075
1.8000000000000000444	-38.575473921314852532	4.4049302563746559613	-34.170543664940197459	18247.743423588701262	2168.8218779567728234	68.292632225014017422
1.9000000000000001332	-38.912598448940769913	4.262954768938299388	-34.649643680002469637	18247.743423588701262	2009.5452414995484105	66.091489599787053066
2	-38.82574600966201217	3.8435398095955579656	-34.982206200066457313	18247.743423588701262	2023.2586035284416539	59.589013987009302298
2.1000000000000000888	-39.012164411582858747	4.2130490383624055184	-34.799115373220452341	18247.743423588701262	1948.1671538345897261	65.317767087561591666
2.2000000000000001776	-38.552257510780776784	4.0598512785447935514	-34.492406232235985897	18247.743423588701262	2147.3582416128756449	62.942637934545018652
2.3000000000000002665	-38.445032643483230572	4.3200670992904175449	-34.124965544192811251	18247.743423588701262	2216.5826059855698986	66.976940933915727783
2.3999999999999999112	-38.395978300646582682	4.3777599966596572045	-34.018218303986927253	18247.743423588701262	2237.6998512152822514	67.871393193706026636
2.5	-38.430970963183092692	4.1987006240473725427	-34.232270339135723702	18247.743423588701262	2210.5069869710487183	65.095313853390493364
2.6000000000000000888	-38.817833292325190087	4.2874934940074158618	-34.530339798317776001	18247.743423588701262	2041.5122665594678892	66.471930158179716841
2.7000000000000001776	-38.927202579997086218	4.0867909913777671349	-34.840411588619318195	18247.743423588701262	1984.9075512264621466	63.360302640606441571
2.8000000000000002665	-39.093184403274328531	4.1330682161150571474	-34.960116187159272272	18247.743423588701262	1912.3216797787699761	64.077769956871989621
2.8999999999999999112	-38.832709122962697279	3.9384677733507169606	-34.894241349611981207	18247.743423588701262	2025.5016470798309456	61.06074682709655832
3	-38.843665368019401285	4.3124461137601741711	-34.531219254259227114	18247.743423588701262	2045.2962991716797205	66.858787607593285429
3.1000000000000000888	-38.575170114636961216	4.1237493192671559328	-34.451420795369806171	18247.743423588701262	2143.8981849020042318	63.933292755614253622
3.2000000000000001776	-38.614393383004696148	4.2991636916513886746	-34.315229691353309249	18247.743423588701262	2141.1749178635718636	66.652861176222444328
3.3000000000000002665	-38.742529972988386078	4.4058792679458935737	-34.33665070504249428	18247.743423588701262	2092.456102250931508	68.307345397400354159
3.3999999999999999112	-38.49891207591763731	3.8205495571848460123	-34.678362518732789965	18247.743423588701262	2163.7929087074371637	59.232580454293810135
3.5	-38.853557115766491847	4.3312515880244211175	-34.522305527742069842	18247.743423588701262	2035.8211473603350896	67.150341676102456745
3.6000000000000000888	-38.725408242876255827	4.1766214693609882147	-34.548786773515267612	18247.743423588701262	2081.7938601419969018	64.753005688884513802
3.7000000000000001776	-38.623069587965758842	4.0344649829473402391	-34.588604605018417715	18247.743423588701262	2117.7954464019053376	62.549056913305598471
3.8000000000000002665	-38.583110844302865416	4.3469471709473133103	-34.236163673355548553	18247.743423588701262	2156.9602123434078749	67.393680982226328524
3.8999999999999999112	-38.428472277194963169	4.3392274737714009447	-34.089244803423561336	18247.743423588701262	2228.8895434924006622	67.273997262067510405
4	-38.715650437079176527	4.3929119645471450539	-34.322738472532030585	18247.743423588701262	2104.4777978612801235	68.106304465894268674
