# pair
86.861	0.428	86.889	-6.371	6.379	-1.581	-5.9686	1.600       1.449      1.614      -12.374      -24.922      -20.424      -6.0419	1550.4170425413199155  -371286.50293367716949
86.854	0.434	86.888	-7.655	4.974	-1.218	-6.0110	1.586       1.424      1.592      -14.205      -24.169      -22.434      -6.0895	1549.0554476582153711  -371285.33119801338762
86.846	0.438	86.887	-8.845	3.627	-1.150	-6.0507	1.571       1.401      1.569      -15.536      -22.968      -23.681      -6.1182	1548.3398683155521667  -371284.74310072348453
86.836	0.441	86.885	-9.803	2.283	-1.255	-6.0858	1.555       1.378      1.545      -16.325      -21.313      -24.147      -6.1233	1548.254487619010888  -371284.56205040955683
86.826	0.442	86.884	-10.395	1.046	-1.562	-6.1121	1.539       1.358      1.521      -16.553      -19.229      -23.836      -6.1008	1548.6577716441779557  -371284.1520398708526
86.815	0.443	86.882	-10.739	-0.236	-2.144	-6.1286	1.522       1.340      1.497      -16.216      -16.777      -22.771      -6.0574	1549.4591220753627567  -371283.50641273724614
86.805	0.442	86.880	-10.603	-1.975	-3.210	-6.1352	1.506       1.325      1.475      -15.348      -14.043      -21.005      -5.9989	1550.4705610316923412  -371283.09323613415472
86.794	0.439	86.876	-9.527	-4.472	-4.780	-6.1301	1.492       1.312      1.455      -14.014      -11.134      -18.623      -5.9336	1551.4002415193886009  -371283.07064380595693
86.785	0.433	86.870	-7.724	-7.603	-6.548	-6.1277	1.478       1.302      1.438      -12.309      -8.167      -15.742      -5.8772	1551.6867427052543462  -371282.64498226263095
86.779	0.424	86.863	-5.692	-10.916	-8.160	-6.1384	1.467       1.296      1.424      -10.341      -5.253      -12.504      -5.8418	1551.2070263552675442  -371281.4474715674296
86.774	0.411	86.854	-3.834	-13.972	-9.281	-6.1607	1.458       1.292      1.413      -8.225      -2.498      -9.063      -5.8296	1550.5273398159558838  -371280.70376288471743
86.771	0.396	86.844	-2.244	-16.319	-10.121	-6.1869	1.451       1.291      1.406      -6.057      0.007      -5.571      -5.8368	1550.0288714724938473  -371280.02370473276824
86.770	0.379	86.834	-0.916	-17.639	-11.110	-6.2100	1.446       1.292      1.402      -3.916      2.203      -2.174      -5.8628	1549.8215411859805499  -371279.61481128208106
86.769	0.361	86.822	0.251	-17.565	-12.238	-6.2170	1.443       1.295      1.401      -1.867      4.065      1.003      -5.9027	1549.6613273357595517  -371279.17964536667569
86.770	0.343	86.809	1.723	-16.143	-13.124	-6.2037	1.442       1.300      1.404      0.042      5.598      3.857      -5.9507	1549.3368943826126269  -371278.6441515951301
86.773	0.328	86.796	3.843	-14.070	-13.393	-6.1795	1.443       1.306      1.409      1.779      6.831      6.311      -5.9983	1548.817744933418453  -371278.09604419936659
86.778	0.315	86.782	6.442	-11.905	-13.005	-6.1542	1.445       1.314      1.417      3.323      7.795      8.317      -6.0370	1547.9947868627209573  -371277.45269823080162
86.786	0.304	86.770	9.047	-9.392	-11.404	-6.1154	1.449       1.322      1.426      4.667      8.514      9.845      -6.0637	1547.0058905053076614  -371276.68150971725117
